ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.2029,3.8759,9.2358,,,,,,,,,,1532.0,26.97,-8.41,-43.48,309.8,-31.7,7.71,5.0,1017.36,48.559,50.375126,-4.138795,191.0,NaN,,0.0,22.0,,14 / 27,"$GPGSV,3,3,12,27,50,277,21,29,05,081,16,07,13,324,,31,00,000,*79::$GPGGA,183513,5022.502209,N,00408.329597,W,2,09,0.7,151.0,M,47.0,M,,*50::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183513,A,5022.502209,N,00408.329597,W,0.0,,260417,4.8,W,D*31::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.2,0.7,0.9*3C",17,2017-04-26 19:35:36:612
3.1028,3.9787,8.743,,,,,,,,,,1532.0,18.34,-5.35,-48.44,291.77,-22.21,-13.42,5.0,1017.36,48.559,50.375126,-4.138795,191.0,NaN,,0.0,22.0,,14 / 27,"$GPGSV,3,3,12,27,50,277,21,29,05,081,16,07,13,324,,31,00,000,*79::$GPGGA,183513,5022.502209,N,00408.329597,W,2,09,0.7,151.0,M,47.0,M,,*50::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183513,A,5022.502209,N,00408.329597,W,0.0,,260417,4.8,W,D*31::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.2,0.7,0.9*3C",217,2017-04-26 19:35:36:812
0.8865,5.1275,8.2323,,,,,,,,,,1777.0,9.6,-2.89,-51.84,299.61,-23.21,-19.54,5.0,1017.35,50.492,50.375126,-4.138795,191.0,NaN,,0.0,22.0,,14 / 27,"$GPGSV,3,3,12,27,50,277,21,29,05,081,16,07,13,324,,31,00,000,*79::$GPGGA,183513,5022.502209,N,00408.329597,W,2,09,0.7,151.0,M,47.0,M,,*50::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183513,A,5022.502209,N,00408.329597,W,0.0,,260417,4.8,W,D*31::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.2,0.7,0.9*3C",417,2017-04-26 19:35:37:012
-0.0549,4.8597,7.7501,,,,,,,,,,1777.0,5.15,-1.21,-53.29,350.4,-32.09,0.41,5.0,1017.36,51.52,50.375126,-4.138795,191.0,NaN,,0.0,22.0,,14 / 27,"$GPGSV,3,3,12,27,50,277,21,29,05,081,16,07,13,324,,31,00,000,*79::$GPGGA,183513,5022.502209,N,00408.329597,W,2,09,0.7,151.0,M,47.0,M,,*50::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183513,A,5022.502209,N,00408.329597,W,0.0,,260417,4.8,W,D*31::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.2,0.7,0.9*3C",617,2017-04-26 19:35:37:212
-1.8931,4.0398,7.5921,,,,,,,,,,1628.0,3.5,-1.96,-53.81,22.02,-27.31,14.0,5.0,1017.36,51.52,50.375126,-4.138795,191.0,NaN,,0.0,22.0,,14 / 27,"$GPGSV,3,3,12,27,50,277,21,29,05,081,16,07,13,324,,31,00,000,*79::$GPGGA,183513,5022.502209,N,00408.329597,W,2,09,0.7,151.0,M,47.0,M,,*50::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183513,A,5022.502209,N,00408.329597,W,0.0,,260417,4.8,W,D*31::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.2,0.7,0.9*3C",817,2017-04-26 19:35:37:412
-1.85,4.2645,7.912,,,,,,,,,,1628.0,3.0,-4.16,-54.12,23.84,-27.69,13.16,5.0,1017.35,52.924,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,14 / 26,"$GPGSV,3,3,11,27,50,277,21,07,13,324,,31,00,000,*4A::$GPGGA,183514,5022.518722,N,00408.292080,W,2,09,1.2,320.0,M,47.0,M,,*52::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183514,A,5022.518722,N,00408.292080,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,2.0,1.2,1.6*37",1017,2017-04-26 19:35:37:612
-1.671,4.9491,8.5183,,,,,,,,,,1559.0,1.65,-6.1,-54.49,21.67,-29.69,11.1,5.0,1017.35,52.924,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,14 / 26,"$GPGSV,3,3,11,27,50,277,21,07,13,324,,31,00,000,*4A::$GPGGA,183514,5022.518722,N,00408.292080,W,2,09,1.2,320.0,M,47.0,M,,*52::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183514,A,5022.518722,N,00408.292080,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,2.0,1.2,1.6*37",1217,2017-04-26 19:35:37:812
-1.1528,4.5291,8.2581,,,,,,,,,,1741.0,0.22,-5.12,-54.72,18.26,-27.79,7.24,5.0,1017.35,52.661,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,14 / 26,"$GPGSV,3,3,11,27,50,277,21,07,13,324,,31,00,000,*4A::$GPGGA,183514,5022.518722,N,00408.292080,W,2,09,1.2,320.0,M,47.0,M,,*52::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183514,A,5022.518722,N,00408.292080,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,2.0,1.2,1.6*37",1417,2017-04-26 19:35:38:012
-1.1314,4.2901,8.6511,,,,,,,,,,1741.0,-0.19,-2.96,-54.61,18.03,-28.51,7.95,5.0,1017.36,46.878,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,14 / 26,"$GPGSV,3,3,11,27,50,277,21,07,13,324,,31,00,000,*4A::$GPGGA,183514,5022.518722,N,00408.292080,W,2,09,1.2,320.0,M,47.0,M,,*52::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183514,A,5022.518722,N,00408.292080,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,2.0,1.2,1.6*37",1617,2017-04-26 19:35:38:212
-1.0733,4.3769,8.6337,,,,,,,,,,1763.0,-0.49,-1.73,-54.56,17.76,-26.18,7.45,5.0,1017.36,46.878,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,14 / 26,"$GPGSV,3,3,11,27,50,277,21,07,13,324,,31,00,000,*4A::$GPGGA,183514,5022.518722,N,00408.292080,W,2,09,1.2,320.0,M,47.0,M,,*52::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183514,A,5022.518722,N,00408.292080,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,2.0,1.2,1.6*37",1816,2017-04-26 19:35:38:411
-1.0067,4.3628,8.5691,,,,,,,,,,1763.0,-0.58,-1.64,-54.43,18.99,-26.71,7.09,5.0,1017.36,54.52,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,18,29,05,081,,31,00,000,*77::$GPGGA,183515,5022.522850,N,00408.320912,W,2,10,0.6,149.0,M,47.0,M,,*5A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183515,A,5022.522850,N,00408.320912,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.6,0.9*39",2017,2017-04-26 19:35:38:612
-0.8931,4.5873,8.762,,,,,,,,,,1741.0,-0.81,-2.03,-54.8,15.65,-27.51,5.82,5.0,1017.36,54.52,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,18,29,05,081,,31,00,000,*77::$GPGGA,183515,5022.522850,N,00408.320912,W,2,10,0.6,149.0,M,47.0,M,,*5A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183515,A,5022.522850,N,00408.320912,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.6,0.9*39",2217,2017-04-26 19:35:38:812
-0.4542,7.178,8.5976,,,,,,,,,,1630.0,-0.61,-2.94,-54.96,6.77,-39.82,3.02,5.0,1017.35,66.503,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,18,29,05,081,,31,00,000,*77::$GPGGA,183515,5022.522850,N,00408.320912,W,2,10,0.6,149.0,M,47.0,M,,*5A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183515,A,5022.522850,N,00408.320912,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.6,0.9*39",2416,2017-04-26 19:35:39:011
-2.9748,4.5846,6.9237,,,,,,,,,,1630.0,0.62,-6.55,-54.95,45.42,-31.32,23.25,5.0,1017.36,49.156,50.375313,-4.138201,367.0,NaN,,0.0,34.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,18,29,05,081,,31,00,000,*77::$GPGGA,183515,5022.522850,N,00408.320912,W,2,10,0.6,149.0,M,47.0,M,,*5A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183515,A,5022.522850,N,00408.320912,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.6,0.9*39",2617,2017-04-26 19:35:39:212
-3.8664,3.6377,8.1495,,,,,,,,,,1515.0,3.85,-14.65,-53.91,75.7,-21.96,25.38,5.0,1017.36,49.156,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,29,27,50,277,18,29,05,081,,31,00,000,*7E::$GPGGA,183515,5022.522850,N,00408.320912,W,2,10,0.6,149.0,M,47.0,M,,*5A::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183515,A,5022.522850,N,00408.320912,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.6,0.9*39",2817,2017-04-26 19:35:39:412
-3.873,5.5575,7.7883,,,,,,,,,,1515.0,3.85,-14.65,-53.91,75.7,-21.96,25.38,5.0,1017.39,49.041,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,29,27,50,277,18,29,05,081,,31,00,000,*7E::$GPGGA,183516,5022.520198,N,00408.321857,W,2,10,1.0,139.0,M,47.0,M,,*57::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183516,A,5022.520198,N,00408.321857,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.3,1.0,0.8*3D",3017,2017-04-26 19:35:39:612
-5.1723,6.7118,8.3215,,,,,,,,,,1338.0,9.86,-22.26,-53.28,57.28,-32.58,26.44,5.0,1017.39,63.777,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,29,27,50,277,18,29,05,081,,31,00,000,*7E::$GPGGA,183516,5022.520198,N,00408.321857,W,2,10,1.0,139.0,M,47.0,M,,*57::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183516,A,5022.520198,N,00408.321857,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.3,1.0,0.8*3D",3216,2017-04-26 19:35:39:811
-3.8053,3.9923,6.2597,,,,,,,,,,1338.0,11.91,-25.77,-52.75,66.95,-34.41,31.86,5.0,1017.36,63.777,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,29,27,50,277,18,29,05,081,,31,00,000,*7E::$GPGGA,183516,5022.520198,N,00408.321857,W,2,10,1.0,139.0,M,47.0,M,,*57::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183516,A,5022.520198,N,00408.321857,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.3,1.0,0.8*3D",3417,2017-04-26 19:35:40:012
-2.1997,10.3979,1.5729,,,,,,,,,,953.0,9.66,-31.81,-50.37,106.51,-28.59,31.3,0.0,1017.35,73.495,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,29,27,50,277,18,29,05,081,,31,00,000,*7E::$GPGGA,183516,5022.520198,N,00408.321857,W,2,10,1.0,139.0,M,47.0,M,,*57::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183516,A,5022.520198,N,00408.321857,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.3,1.0,0.8*3D",3617,2017-04-26 19:35:40:212
-3.002,6.3941,2.953,,,,,,,,,,636.0,3.55,-42.61,-49.23,62.06,-75.42,54.43,0.0,1017.35,73.495,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,25,29,05,081,,31,00,000,*79::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",3817,2017-04-26 19:35:40:412
-2.0602,9.4558,1.9574,,,,,,,,,,636.0,-4.49,-55.85,-50.66,94.83,-56.63,45.47,0.0,1017.37,71.893,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,25,29,05,081,,31,00,000,*79::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",4017,2017-04-26 19:35:40:612
-0.4775,8.9931,1.8026,,,,,,,,,,628.0,-9.0,-61.06,-51.67,76.55,-73.27,46.47,0.0,1017.37,64.383,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,25,29,05,081,,31,00,000,*79::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",4216,2017-04-26 19:35:40:811
-1.0481,8.9123,3.6969,,,,,,,,,,628.0,-13.23,-63.28,-50.89,38.49,-78.29,14.84,0.0,1017.37,64.383,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,25,29,05,081,,31,00,000,*79::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",4416,2017-04-26 19:35:41:011
-2.2475,9.4306,0.5703,,,,,,,,,,549.0,-15.6,-64.18,-49.01,64.13,-66.68,15.83,0.0,1017.36,68.798,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,31,27,50,277,25,29,05,081,,31,00,000,*79::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",4617,2017-04-26 19:35:41:212
-1.0116,9.2225,3.7968,,,,,,,,,,537.0,-16.37,-64.77,-47.54,110.75,-76.19,75.76,0.0,1017.36,68.798,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,2,12,16,79,257,37,18,27,122,27,20,20,049,39,21,58,071,42*77::$GPGGA,183517,5022.521056,N,00408.321949,W,2,10,0.8,137.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183517,A,5022.521056,N,00408.321949,W,0.0,,260417,4.8,W,D*3B::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",4817,2017-04-26 19:35:41:412
-3.9427,8.2545,2.1475,,,,,,,,,,537.0,-14.02,-64.36,-47.79,113.47,-61.46,61.42,0.0,1017.34,71.224,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,39,27,50,277,24,29,05,081,,31,00,000,*70::$GPGGA,183518,5022.520155,N,00408.322143,W,2,10,0.8,131.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183518,A,5022.520155,N,00408.322143,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",5017,2017-04-26 19:35:41:612
-4.1753,8.3973,1.7761,,,,,,,,,,555.0,-10.13,-62.91,-50.25,112.64,-61.62,66.96,0.0,1017.34,67.427,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,39,27,50,277,24,29,05,081,,31,00,000,*70::$GPGGA,183518,5022.520155,N,00408.322143,W,2,10,0.8,131.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183518,A,5022.520155,N,00408.322143,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",5217,2017-04-26 19:35:41:812
-4.5218,8.8385,3.5452,,,,,,,,,,555.0,-5.93,-61.26,-51.46,103.87,-56.97,51.9,0.0,1017.4,67.427,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,39,27,50,277,24,29,05,081,,31,00,000,*70::$GPGGA,183518,5022.520155,N,00408.322143,W,2,10,0.8,131.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183518,A,5022.520155,N,00408.322143,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",5417,2017-04-26 19:35:42:012
-2.6824,9.0,2.5071,,,,,,,,,,428.0,-2.5,-56.22,-49.04,77.16,-67.81,46.94,5.0,1017.34,74.232,50.375336,-4.138698,186.0,NaN,,0.0,12.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,39,27,50,277,24,29,05,081,,31,00,000,*70::$GPGGA,183518,5022.520155,N,00408.322143,W,2,10,0.8,131.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183518,A,5022.520155,N,00408.322143,W,0.0,,260417,4.8,W,D*36::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.1,0.8,0.8*36",5616,2017-04-26 19:35:42:211
-3.5995,7.7888,2.5899,,,,,,,,,,757.0,-2.5,-56.22,-49.04,77.16,-67.81,46.94,5.0,1017.34,64.732,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,36,27,50,277,22,29,05,081,,31,00,000,*79::$GPGGA,183519,5022.519541,N,00408.322178,W,2,10,0.9,128.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183519,A,5022.519541,N,00408.322178,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",5817,2017-04-26 19:35:42:412
-2.5737,6.5719,5.7549,,,,,,,,,,757.0,-0.54,-46.19,-43.58,91.79,-60.35,54.26,5.0,1017.35,64.732,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,36,27,50,277,22,29,05,081,,31,00,000,*79::$GPGGA,183519,5022.519541,N,00408.322178,W,2,10,0.9,128.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183519,A,5022.519541,N,00408.322178,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",6017,2017-04-26 19:35:42:612
-1.8146,8.4181,4.3421,,,,,,,,,,801.0,-2.86,-40.43,-42.37,92.61,-46.19,24.09,5.0,1017.35,54.258,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,36,27,50,277,22,29,05,081,,31,00,000,*79::$GPGGA,183519,5022.519541,N,00408.322178,W,2,10,0.9,128.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183519,A,5022.519541,N,00408.322178,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",6217,2017-04-26 19:35:42:812
-2.1874,7.5884,5.328,,,,,,,,,,801.0,-5.93,-38.35,-42.52,57.54,-60.79,22.68,5.0,1017.36,54.258,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,36,27,50,277,22,29,05,081,,31,00,000,*79::$GPGGA,183519,5022.519541,N,00408.322178,W,2,10,0.9,128.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183519,A,5022.519541,N,00408.322178,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",6417,2017-04-26 19:35:43:012
-2.1185,7.9696,5.723,,,,,,,,,,976.0,-6.98,-37.63,-42.69,73.87,-52.8,22.32,5.0,1017.4,52.244,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,15 / 27,"$GPGSV,3,3,12,26,60,157,36,27,50,277,22,29,05,081,,31,00,000,*79::$GPGGA,183519,5022.519541,N,00408.322178,W,2,10,0.9,128.0,M,47.0,M,,*5D::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183519,A,5022.519541,N,00408.322178,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",6616,2017-04-26 19:35:43:211
-1.1972,7.6856,4.9147,,,,,,,,,,830.0,-6.77,-37.16,-43.3,70.54,-52.56,20.31,5.0,1017.4,57.571,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,13 / 27,"$GPGSV,3,3,12,27,50,277,17,18,27,122,,29,05,081,,31,00,000,*76::$GPGGA,183520,5022.520064,N,00408.324117,W,2,09,0.9,126.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183520,A,5022.520064,N,00408.324117,W,0.0,,260417,4.8,W,D*39::$GPGSA,A,3,04,07,08,10,16,20,21,26,27,,,,1.2,0.9,0.8*3D",6817,2017-04-26 19:35:43:412
-2.1731,7.026,5.8047,,,,,,,,,,830.0,-6.82,-38.24,-43.0,81.53,-48.58,20.52,5.0,1017.36,57.571,50.375328,-4.138703,175.0,NaN,,0.0,11.0,,13 / 27,"$GPGSV,3,3,12,27,50,277,17,18,27,122,,29,05,081,,31,00,000,*76::$GPGGA,183520,5022.520064,N,00408.324117,W,2,09,0.9,126.0,M,47.0,M,,*56::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,10,76,02,338,,69,07,116,*61::$GPRMC,183520,A,5022.520064,N,00408.324117,W,0.0,,260417,4.8,W,D*39::$GPGSA,A,3,04,07,08,10,16,20,21,26,27,,,,1.2,0.9,0.8*3D",7017,2017-04-26 19:35:43:612
