ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5301,5.9059,6.5518,,,,,,,,,,242.0,9.03,-47.17,-39.88,234.19,-41.94,-4.63,0.0,1018.21,72.237,50.373947,-4.13868,91.0,NaN,,25.7,3.0,218.2,15 / 28,"$GPGSV,3,3,12,29,05,081,23,31,00,000,16,07,13,324,,08,15,270,*70::$GPGGA,183620,5022.436909,N,00408.320777,W,2,10,0.8,44.0,M,47.0,M,,*69::$GPVTG,218.2,T,218.2,M,13.9,N,25.7,K,D*2D::$GLGSV,3,3,10,67,13,015,21,68,21,068,38*68::$GPRMC,183620,A,5022.436909,N,00408.320777,W,13.9,218.2,260417,4.8,W,D*26::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.8,0.8*30",67824,2017-04-26 19:36:44:419
0.2287,6.9491,8.3847,,,,,,,,,,242.0,9.33,-47.18,-39.62,222.94,-39.64,-1.56,0.0,1018.21,72.412,50.373947,-4.13868,91.0,NaN,,25.7,3.0,218.2,15 / 28,"$GPGSV,3,3,12,29,05,081,21,31,00,000,16,07,13,324,,08,15,270,*72::$GPGGA,183621,5022.435015,N,00408.325586,W,2,10,0.7,43.0,M,47.0,M,,*6E::$GPVTG,230.8,T,230.8,M,11.9,N,22.1,K,D*2E::$GLGSV,3,3,10,67,13,015,20,68,21,068,38*69::$GPRMC,183621,A,5022.435015,N,00408.325586,W,11.9,230.8,260417,4.8,W,D*2B::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.7,0.8*3F",68017,2017-04-26 19:36:44:612
0.4137,7.8151,6.2162,,,,,,,,,,250.0,10.21,-47.11,-39.75,276.29,-51.44,-3.81,0.0,1018.22,72.412,50.373947,-4.13868,91.0,NaN,,25.7,3.0,218.2,15 / 28,"$GPGSV,3,3,12,29,05,081,21,31,00,000,16,07,13,324,,08,15,270,*72::$GPGGA,183621,5022.435015,N,00408.325586,W,2,10,0.7,43.0,M,47.0,M,,*6E::$GPVTG,230.8,T,230.8,M,11.9,N,22.1,K,D*2E::$GLGSV,3,3,10,67,13,015,20,68,21,068,38*69::$GPRMC,183621,A,5022.435015,N,00408.325586,W,11.9,230.8,260417,4.8,W,D*2B::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.7,0.8*3F",68217,2017-04-26 19:36:44:812
-1.0019,6.3263,0.097,,,,,,,,,,250.0,9.5,-46.72,-40.03,273.36,-61.78,-34.53,0.0,1018.23,72.776,50.373947,-4.13868,91.0,NaN,,25.7,3.0,218.2,15 / 28,"$GPGSV,3,3,12,29,05,081,21,31,00,000,16,07,13,324,,08,15,270,*72::$GPGGA,183621,5022.435015,N,00408.325586,W,2,10,0.7,43.0,M,47.0,M,,*6E::$GPVTG,230.8,T,230.8,M,11.9,N,22.1,K,D*2E::$GLGSV,3,3,10,67,13,015,20,68,21,068,38*69::$GPRMC,183621,A,5022.435015,N,00408.325586,W,11.9,230.8,260417,4.8,W,D*2B::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.7,0.8*3F",68417,2017-04-26 19:36:45:012
-1.2098,7.0517,3.5999,,,,,,,,,,242.0,7.95,-45.9,-40.74,83.54,-80.96,84.47,0.0,1018.23,72.061,50.373947,-4.13868,91.0,NaN,,25.7,3.0,218.2,15 / 28,"$GPGSV,3,3,12,29,05,081,21,31,00,000,16,07,13,324,,08,15,270,*72::$GPGGA,183621,5022.435015,N,00408.325586,W,2,10,0.7,43.0,M,47.0,M,,*6E::$GPVTG,230.8,T,230.8,M,11.9,N,22.1,K,D*2E::$GLGSV,3,3,10,67,13,015,20,68,21,068,38*69::$GPRMC,183621,A,5022.435015,N,00408.325586,W,11.9,230.8,260417,4.8,W,D*2B::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.7,0.8*3F",68617,2017-04-26 19:36:45:212
0.6279,5.5234,6.1478,,,,,,,,,,245.0,6.52,-44.95,-42.12,23.28,-61.69,18.58,0.0,1018.31,72.061,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,15 / 28,"$GPGSV,3,3,12,29,05,081,21,31,00,000,16,07,13,324,,08,15,270,*72::$GPGGA,183621,5022.435015,N,00408.325586,W,2,10,0.7,43.0,M,47.0,M,,*6E::$GPVTG,230.8,T,230.8,M,11.9,N,22.1,K,D*2E::$GLGSV,3,3,10,67,13,015,20,68,21,068,38*69::$GPRMC,183621,A,5022.435015,N,00408.325586,W,11.9,230.8,260417,4.8,W,D*2B::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,31,,,1.1,0.7,0.8*3F",68817,2017-04-26 19:36:45:412
1.4994,8.7947,3.1159,,,,,,,,,,245.0,6.52,-44.95,-42.12,23.28,-61.69,18.58,0.0,1018.31,71.702,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,22,31,00,000,17,07,13,324,*70::$GPGGA,183622,5022.433648,N,00408.331537,W,2,11,0.7,43.0,M,47.0,M,,*6B::$GPVTG,246.1,T,246.1,M,13.7,N,25.4,K,D*20::$GLGSV,3,3,10,67,13,015,26,68,21,068,36*61::$GPRMC,183622,A,5022.433648,N,00408.331537,W,13.7,246.1,260417,4.8,W,D*2B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",69017,2017-04-26 19:36:45:612
1.4994,8.7947,3.1159,,,,,,,,,,261.0,6.81,-43.97,-44.24,305.3,-68.54,-25.7,0.0,1018.32,72.959,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,22,31,00,000,17,07,13,324,*70::$GPGGA,183622,5022.433648,N,00408.331537,W,2,11,0.7,43.0,M,47.0,M,,*6B::$GPVTG,246.1,T,246.1,M,13.7,N,25.4,K,D*20::$GLGSV,3,3,10,67,13,015,26,68,21,068,36*61::$GPRMC,183622,A,5022.433648,N,00408.331537,W,13.7,246.1,260417,4.8,W,D*2B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",69217,2017-04-26 19:36:45:812
-1.2112,5.3048,6.1864,,,,,,,,,,261.0,8.15,-43.56,-45.09,304.56,-68.54,-25.7,0.0,1018.31,72.959,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,22,31,00,000,17,07,13,324,*70::$GPGGA,183622,5022.433648,N,00408.331537,W,2,11,0.7,43.0,M,47.0,M,,*6B::$GPVTG,246.1,T,246.1,M,13.7,N,25.4,K,D*20::$GLGSV,3,3,10,67,13,015,26,68,21,068,36*61::$GPRMC,183622,A,5022.433648,N,00408.331537,W,13.7,246.1,260417,4.8,W,D*2B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",69417,2017-04-26 19:36:46:012
-1.1018,8.2758,11.0602,,,,,,,,,,260.0,9.25,-43.63,-44.82,209.28,-36.67,5.69,0.0,1018.31,71.769,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,22,31,00,000,17,07,13,324,*70::$GPGGA,183622,5022.433648,N,00408.331537,W,2,11,0.7,43.0,M,47.0,M,,*6B::$GPVTG,246.1,T,246.1,M,13.7,N,25.4,K,D*20::$GLGSV,3,3,10,67,13,015,26,68,21,068,36*61::$GPRMC,183622,A,5022.433648,N,00408.331537,W,13.7,246.1,260417,4.8,W,D*2B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",69616,2017-04-26 19:36:46:211
0.6584,8.0817,7.5652,,,,,,,,,,256.0,9.77,-44.15,-45.09,205.67,-22.77,-1.51,0.0,1018.34,71.769,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,22,31,00,000,17,07,13,324,*70::$GPGGA,183622,5022.433648,N,00408.331537,W,2,11,0.7,43.0,M,47.0,M,,*6B::$GPVTG,246.1,T,246.1,M,13.7,N,25.4,K,D*20::$GLGSV,3,3,10,67,13,015,26,68,21,068,36*61::$GPRMC,183622,A,5022.433648,N,00408.331537,W,13.7,246.1,260417,4.8,W,D*2B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",69817,2017-04-26 19:36:46:412
-0.8549,5.2277,6.861,,,,,,,,,,256.0,9.92,-44.89,-44.85,275.05,-46.78,-4.97,0.0,1018.34,73.518,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,17,07,13,324,*7C::$GPGGA,183623,5022.432369,N,00408.338313,W,2,11,0.7,41.0,M,47.0,M,,*66::$GPVTG,251.1,T,251.1,M,14.0,N,26.0,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,31*69::$GPRMC,183623,A,5022.432369,N,00408.338313,W,14.0,251.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",70017,2017-04-26 19:36:46:612
0.1623,6.8446,8.5392,,,,,,,,,,288.0,10.32,-45.44,-45.15,207.94,-37.09,7.1,0.0,1018.34,72.123,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,17,07,13,324,*7C::$GPGGA,183623,5022.432369,N,00408.338313,W,2,11,0.7,41.0,M,47.0,M,,*66::$GPVTG,251.1,T,251.1,M,14.0,N,26.0,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,31*69::$GPRMC,183623,A,5022.432369,N,00408.338313,W,14.0,251.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",70217,2017-04-26 19:36:46:812
0.5886,6.7073,7.2427,,,,,,,,,,288.0,10.92,-45.53,-44.82,236.35,-38.71,-1.09,0.0,1018.31,72.123,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,17,07,13,324,*7C::$GPGGA,183623,5022.432369,N,00408.338313,W,2,11,0.7,41.0,M,47.0,M,,*66::$GPVTG,251.1,T,251.1,M,14.0,N,26.0,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,31*69::$GPRMC,183623,A,5022.432369,N,00408.338313,W,14.0,251.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",70417,2017-04-26 19:36:47:012
0.5886,6.7073,7.2427,,,,,,,,,,308.0,11.57,-45.05,-44.37,255.62,-42.71,-4.65,0.0,1018.31,72.461,50.373898,-4.138859,90.0,NaN,,25.38,3.0,246.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,17,07,13,324,*7C::$GPGGA,183623,5022.432369,N,00408.338313,W,2,11,0.7,41.0,M,47.0,M,,*66::$GPVTG,251.1,T,251.1,M,14.0,N,26.0,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,31*69::$GPRMC,183623,A,5022.432369,N,00408.338313,W,14.0,251.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",70617,2017-04-26 19:36:47:212
-0.6578,6.2009,9.3287,,,,,,,,,,308.0,12.54,-44.52,-44.1,217.76,-33.55,4.03,0.0,1018.18,72.461,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,17,07,13,324,*7C::$GPGGA,183623,5022.432369,N,00408.338313,W,2,11,0.7,41.0,M,47.0,M,,*66::$GPVTG,251.1,T,251.1,M,14.0,N,26.0,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,31*69::$GPRMC,183623,A,5022.432369,N,00408.338313,W,14.0,251.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",70817,2017-04-26 19:36:47:412
0.7717,5.3778,2.948,,,,,,,,,,313.0,13.08,-43.81,-44.44,297.75,-60.46,-14.67,0.0,1018.18,72.994,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,21,31,00,000,20,07,13,324,*77::$GPGGA,183624,5022.431346,N,00408.344312,W,2,11,0.7,40.0,M,47.0,M,,*64::$GPVTG,255.1,T,255.1,M,13.0,N,24.0,K,D*22::$GLGSV,3,3,10,67,13,015,23,68,21,068,32*60::$GPRMC,183624,A,5022.431346,N,00408.344312,W,13.0,255.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",71017,2017-04-26 19:36:47:612
-0.4877,7.6186,8.1034,,,,,,,,,,324.0,12.46,-43.86,-45.22,264.75,-43.18,3.44,0.0,1018.21,72.197,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,21,31,00,000,20,07,13,324,*77::$GPGGA,183624,5022.431346,N,00408.344312,W,2,11,0.7,40.0,M,47.0,M,,*64::$GPVTG,255.1,T,255.1,M,13.0,N,24.0,K,D*22::$GLGSV,3,3,10,67,13,015,23,68,21,068,32*60::$GPRMC,183624,A,5022.431346,N,00408.344312,W,13.0,255.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",71217,2017-04-26 19:36:47:812
-1.6257,5.5723,8.0347,,,,,,,,,,324.0,10.51,-44.89,-46.61,188.24,-34.21,11.44,0.0,1018.36,72.197,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,21,31,00,000,20,07,13,324,*77::$GPGGA,183624,5022.431346,N,00408.344312,W,2,11,0.7,40.0,M,47.0,M,,*64::$GPVTG,255.1,T,255.1,M,13.0,N,24.0,K,D*22::$GLGSV,3,3,10,67,13,015,23,68,21,068,32*60::$GPRMC,183624,A,5022.431346,N,00408.344312,W,13.0,255.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",71417,2017-04-26 19:36:48:012
0.9048,6.977,9.7803,,,,,,,,,,303.0,8.39,-46.41,-47.68,256.25,-41.78,-4.06,0.0,1018.36,71.637,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,21,31,00,000,20,07,13,324,*77::$GPGGA,183624,5022.431346,N,00408.344312,W,2,11,0.7,40.0,M,47.0,M,,*64::$GPVTG,255.1,T,255.1,M,13.0,N,24.0,K,D*22::$GLGSV,3,3,10,67,13,015,23,68,21,068,32*60::$GPRMC,183624,A,5022.431346,N,00408.344312,W,13.0,255.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",71617,2017-04-26 19:36:48:212
0.879,7.237,6.3888,,,,,,,,,,303.0,8.39,-46.41,-47.68,256.25,-41.78,-4.06,0.0,1018.28,73.656,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,38,29,05,081,21,31,00,000,20,07,13,324,*77::$GPGGA,183624,5022.431346,N,00408.344312,W,2,11,0.7,40.0,M,47.0,M,,*64::$GPVTG,255.1,T,255.1,M,13.0,N,24.0,K,D*22::$GLGSV,3,3,10,67,13,015,23,68,21,068,32*60::$GPRMC,183624,A,5022.431346,N,00408.344312,W,13.0,255.1,260417,4.8,W,D*22::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",71825,2017-04-26 19:36:48:420
0.879,7.237,6.3888,,,,,,,,,,298.0,7.02,-46.89,-48.19,284.64,-48.3,-7.83,0.0,1018.28,73.656,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,20,07,13,324,*78::$GPGGA,183625,5022.430802,N,00408.349831,W,2,11,0.7,39.0,M,47.0,M,,*66::$GPVTG,261.1,T,261.1,M,12.0,N,22.2,K,D*27::$GLGSV,3,3,10,67,13,015,28,68,21,068,33*6A::$GPRMC,183625,A,5022.430802,N,00408.349831,W,12.0,261.1,260417,4.8,W,D*28::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",72017,2017-04-26 19:36:48:612
0.4733,7.5634,5.5843,,,,,,,,,,317.0,7.74,-46.78,-48.76,285.89,-48.3,-7.83,0.0,1018.45,72.08,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,20,07,13,324,*78::$GPGGA,183625,5022.430802,N,00408.349831,W,2,11,0.7,39.0,M,47.0,M,,*66::$GPVTG,261.1,T,261.1,M,12.0,N,22.2,K,D*27::$GLGSV,3,3,10,67,13,015,28,68,21,068,33*6A::$GPRMC,183625,A,5022.430802,N,00408.349831,W,12.0,261.1,260417,4.8,W,D*28::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",72217,2017-04-26 19:36:48:812
-1.3118,6.234,6.6366,,,,,,,,,,317.0,8.09,-47.01,-49.15,311.48,-53.46,-4.84,0.0,1018.57,72.08,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,20,07,13,324,*78::$GPGGA,183625,5022.430802,N,00408.349831,W,2,11,0.7,39.0,M,47.0,M,,*66::$GPVTG,261.1,T,261.1,M,12.0,N,22.2,K,D*27::$GLGSV,3,3,10,67,13,015,28,68,21,068,33*6A::$GPRMC,183625,A,5022.430802,N,00408.349831,W,12.0,261.1,260417,4.8,W,D*28::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",72417,2017-04-26 19:36:49:012
0.8573,6.8656,7.9177,,,,,,,,,,312.0,7.18,-47.4,-49.67,98.11,-42.66,11.18,0.0,1018.57,71.881,50.373856,-4.139072,87.0,NaN,,24.01,3.0,255.1,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,20,07,13,324,*78::$GPGGA,183625,5022.430802,N,00408.349831,W,2,11,0.7,39.0,M,47.0,M,,*66::$GPVTG,261.1,T,261.1,M,12.0,N,22.2,K,D*27::$GLGSV,3,3,10,67,13,015,28,68,21,068,33*6A::$GPRMC,183625,A,5022.430802,N,00408.349831,W,12.0,261.1,260417,4.8,W,D*28::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",72616,2017-04-26 19:36:49:211
0.4659,3.4394,7.1113,,,,,,,,,,312.0,5.81,-48.33,-49.78,203.09,-25.76,-3.75,0.0,1018.69,73.33,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,16 / 28,"$GPGSV,3,3,12,27,50,277,37,29,05,081,21,31,00,000,20,07,13,324,*78::$GPGGA,183625,5022.430802,N,00408.349831,W,2,11,0.7,39.0,M,47.0,M,,*66::$GPVTG,261.1,T,261.1,M,12.0,N,22.2,K,D*27::$GLGSV,3,3,10,67,13,015,28,68,21,068,33*6A::$GPRMC,183625,A,5022.430802,N,00408.349831,W,12.0,261.1,260417,4.8,W,D*28::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,0.9,0.7,0.7*31",72817,2017-04-26 19:36:49:412
0.3751,5.5144,8.4978,,,,,,,,,,323.0,5.29,-48.4,-49.29,207.46,-32.95,-2.53,0.0,1018.69,73.33,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,15 / 28,"$GPGSV,3,3,12,27,50,277,34,29,05,081,21,07,13,324,,31,00,000,*79::$GPGGA,183626,5022.430279,N,00408.354574,W,2,10,0.7,38.0,M,47.0,M,,*63::$GPVTG,260.0,T,260.0,M,11.0,N,20.3,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,26*6F::$GPRMC,183626,A,5022.430279,N,00408.354574,W,11.0,260.0,260417,4.8,W,D*2E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,0.9,0.7,0.7*33",73017,2017-04-26 19:36:49:612
0.3196,4.7859,9.3159,,,,,,,,,,336.0,5.11,-48.13,-49.02,199.09,-22.45,-4.65,0.0,1018.62,70.565,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,15 / 28,"$GPGSV,3,3,12,27,50,277,34,29,05,081,21,07,13,324,,31,00,000,*79::$GPGGA,183626,5022.430279,N,00408.354574,W,2,10,0.7,38.0,M,47.0,M,,*63::$GPVTG,260.0,T,260.0,M,11.0,N,20.3,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,26*6F::$GPRMC,183626,A,5022.430279,N,00408.354574,W,11.0,260.0,260417,4.8,W,D*2E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,0.9,0.7,0.7*33",73217,2017-04-26 19:36:49:812
0.3196,4.7859,9.3159,,,,,,,,,,336.0,5.9,-47.85,-48.83,200.6,-27.18,-1.96,0.0,1018.67,70.565,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,15 / 28,"$GPGSV,3,3,12,27,50,277,34,29,05,081,21,07,13,324,,31,00,000,*79::$GPGGA,183626,5022.430279,N,00408.354574,W,2,10,0.7,38.0,M,47.0,M,,*63::$GPVTG,260.0,T,260.0,M,11.0,N,20.3,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,26*6F::$GPRMC,183626,A,5022.430279,N,00408.354574,W,11.0,260.0,260417,4.8,W,D*2E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,0.9,0.7,0.7*33",73417,2017-04-26 19:36:50:012
0.1839,3.4298,10.5138,,,,,,,,,,316.0,7.19,-47.06,-48.82,194.9,-18.06,-1.0,0.0,1018.67,70.994,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,15 / 28,"$GPGSV,3,3,12,27,50,277,34,29,05,081,21,07,13,324,,31,00,000,*79::$GPGGA,183626,5022.430279,N,00408.354574,W,2,10,0.7,38.0,M,47.0,M,,*63::$GPVTG,260.0,T,260.0,M,11.0,N,20.3,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,26*6F::$GPRMC,183626,A,5022.430279,N,00408.354574,W,11.0,260.0,260417,4.8,W,D*2E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,0.9,0.7,0.7*33",73617,2017-04-26 19:36:50:212
-1.5193,4.7834,8.049,,,,,,,,,,316.0,7.25,-47.04,-49.08,171.96,-30.28,10.69,0.0,1018.71,71.616,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,15 / 28,"$GPGSV,3,3,12,27,50,277,34,29,05,081,21,07,13,324,,31,00,000,*79::$GPGGA,183626,5022.430279,N,00408.354574,W,2,10,0.7,38.0,M,47.0,M,,*63::$GPVTG,260.0,T,260.0,M,11.0,N,20.3,K,D*27::$GLGSV,3,3,10,67,13,015,29,68,21,068,26*6F::$GPRMC,183626,A,5022.430279,N,00408.354574,W,11.0,260.0,260417,4.8,W,D*2E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,0.9,0.7,0.7*33",73817,2017-04-26 19:36:50:412
-0.065,5.7153,7.0532,,,,,,,,,,314.0,6.31,-47.89,-49.52,223.77,-39.02,0.53,0.0,1018.71,71.616,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,16 / 28,"$GPGSV,3,3,12,27,50,277,35,29,05,081,23,31,00,000,21,07,13,324,*79::$GPGGA,183627,5022.429693,N,00408.358068,W,2,11,0.7,37.0,M,47.0,M,,*60::$GPVTG,258.8,T,258.8,M,8.3,N,15.3,K,D*1A::$GLGSV,3,3,10,67,13,015,33,68,21,068,30*63::$GPRMC,183627,A,5022.429693,N,00408.358068,W,8.3,258.8,260417,4.8,W,D*1B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,1.0,0.7,0.7*39",74017,2017-04-26 19:36:50:612
-0.3985,4.8652,8.8147,,,,,,,,,,310.0,4.9,-49.36,-49.47,188.26,-28.87,2.59,0.0,1018.71,71.457,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,16 / 28,"$GPGSV,3,3,12,27,50,277,35,29,05,081,23,31,00,000,21,07,13,324,*79::$GPGGA,183627,5022.429693,N,00408.358068,W,2,11,0.7,37.0,M,47.0,M,,*60::$GPVTG,258.8,T,258.8,M,8.3,N,15.3,K,D*1A::$GLGSV,3,3,10,67,13,015,33,68,21,068,30*63::$GPRMC,183627,A,5022.429693,N,00408.358068,W,8.3,258.8,260417,4.8,W,D*1B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,1.0,0.7,0.7*39",74217,2017-04-26 19:36:50:812
-0.9026,5.9822,7.8875,,,,,,,,,,310.0,3.03,-51.34,-48.97,167.01,-37.0,6.53,0.0,1018.72,68.416,50.37384,-4.139243,85.0,NaN,,20.34,3.0,260.0,16 / 28,"$GPGSV,3,3,12,27,50,277,35,29,05,081,23,31,00,000,21,07,13,324,*79::$GPGGA,183627,5022.429693,N,00408.358068,W,2,11,0.7,37.0,M,47.0,M,,*60::$GPVTG,258.8,T,258.8,M,8.3,N,15.3,K,D*1A::$GLGSV,3,3,10,67,13,015,33,68,21,068,30*63::$GPRMC,183627,A,5022.429693,N,00408.358068,W,8.3,258.8,260417,4.8,W,D*1B::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,31,,1.0,0.7,0.7*39",74417,2017-04-26 19:36:51:012
