ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
9.5519,-0.1379,0.7345,,,,,,,,,,627.0,-42.27,13.18,6.04,36.57,0.82,-85.6,5.0,1020.35,49.107,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184445,5021.785860,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184445,A,5021.785860,N,00408.075561,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",315604,2017-04-26 19:45:08:802
9.5677,-0.2041,0.3287,,,,,,,,,,627.0,-42.34,10.9,7.53,43.03,1.22,-88.03,5.0,1020.35,49.107,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184445,5021.785860,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184445,A,5021.785860,N,00408.075561,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",315803,2017-04-26 19:45:09:001
8.9312,-0.366,0.7815,,,,,,,,,,572.0,-42.81,8.03,8.73,57.43,2.09,-88.57,5.0,1020.35,44.289,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184445,5021.785860,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184445,A,5021.785860,N,00408.075561,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",316004,2017-04-26 19:45:09:202
7.0652,-0.4573,1.1517,,,,,,,,,,620.0,-43.25,5.34,8.53,81.45,3.66,-80.74,5.0,1020.36,44.425,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184445,5021.785860,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184445,A,5021.785860,N,00408.075561,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",316204,2017-04-26 19:45:09:402
8.8091,0.052,2.8011,,,,,,,,,,620.0,-44.03,1.71,6.09,93.13,3.66,-80.74,5.0,1020.36,44.425,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184446,5021.785859,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184446,A,5021.785859,N,00408.075561,W,0.0,,260417,4.8,W,D*35::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",316404,2017-04-26 19:45:09:602
9.1931,0.8352,3.9164,,,,,,,,,,682.0,-44.33,-2.8,0.74,88.9,-4.78,-66.93,5.0,1020.35,45.912,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184446,5021.785859,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184446,A,5021.785859,N,00408.075561,W,0.0,,260417,4.8,W,D*35::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",316604,2017-04-26 19:45:09:802
8.5959,0.1503,4.3504,,,,,,,,,,682.0,-43.25,-9.14,-7.99,124.2,-0.89,-63.16,5.0,1020.35,46.767,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184446,5021.785859,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184446,A,5021.785859,N,00408.075561,W,0.0,,260417,4.8,W,D*35::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",316804,2017-04-26 19:45:10:002
7.8343,1.0621,5.4593,,,,,,,,,,648.0,-41.67,-12.35,-12.88,146.95,-0.89,-63.16,5.0,1020.36,46.767,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184446,5021.785859,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184446,A,5021.785859,N,00408.075561,W,0.0,,260417,4.8,W,D*35::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",317004,2017-04-26 19:45:10:202
8.5546,0.6778,6.7304,,,,,,,,,,709.0,-39.68,-14.65,-16.74,137.39,-3.56,-51.81,5.0,1020.37,43.926,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,10 / 15,"$GPGSV,3,3,10,29,02,084,39,07,15,322,*77::$GPGGA,184446,5021.785859,N,00408.075561,W,2,09,1.0,11.0,M,47.0,M,,*67::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184446,A,5021.785859,N,00408.075561,W,0.0,,260417,4.8,W,D*35::$GPGSA,A,3,04,08,10,18,20,21,26,27,29,,,,1.3,1.0,0.8*36",317205,2017-04-26 19:45:10:403
7.3893,2.3722,7.5676,,,,,,,,,,709.0,-36.2,-16.2,-22.4,122.68,-12.64,-44.32,5.0,1020.37,43.926,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184447,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184447,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",317405,2017-04-26 19:45:10:603
5.9308,1.7847,7.3439,,,,,,,,,,1011.0,-36.2,-16.2,-22.4,122.68,-12.64,-44.32,5.0,1020.37,44.275,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184447,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184447,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",317604,2017-04-26 19:45:10:802
6.0633,1.4951,7.5812,,,,,,,,,,1011.0,-31.7,-17.86,-27.99,143.6,-10.71,-38.92,5.0,1020.37,44.592,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184447,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184447,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",317804,2017-04-26 19:45:11:002
5.9947,1.6561,7.7471,,,,,,,,,,994.0,-30.75,-18.31,-29.38,149.16,-10.71,-38.92,5.0,1020.38,44.592,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184447,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184447,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",318004,2017-04-26 19:45:11:202
5.1768,1.8502,7.7217,,,,,,,,,,994.0,-31.3,-17.82,-29.23,134.95,-11.26,-33.84,5.0,1020.39,45.559,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,2,10,20,19,046,27,21,55,067,31,26,55,157,31,27,54,279,33*79::$GPGGA,184447,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*6F::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184447,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*3C::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",318204,2017-04-26 19:45:11:402
4.6491,2.9925,7.4522,,,,,,,,,,1814.0,-27.35,-20.64,-31.1,136.24,-18.81,-31.96,5.0,1020.39,45.559,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184448,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184448,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",318404,2017-04-26 19:45:11:602
0.7122,4.464,6.8223,,,,,,,,,,2342.0,-20.62,-26.13,-31.34,173.59,-18.81,-31.96,5.0,1020.37,66.542,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184448,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184448,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",318603,2017-04-26 19:45:11:801
0.5298,3.5547,10.2047,,,,,,,,,,2342.0,-12.39,-31.51,-31.39,136.93,-33.06,-5.96,5.0,1020.37,43.639,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184448,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184448,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",318803,2017-04-26 19:45:12:001
-1.2157,4.9041,9.664,,,,,,,,,,1871.0,-5.16,-32.73,-32.03,149.95,-26.72,7.17,5.0,1020.38,43.639,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,9 / 15,"$GPGSV,3,3,10,29,02,084,26,07,15,322,*79::$GPGGA,184448,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184448,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,20,21,26,27,29,,,,1.4,1.1,0.8*3E",319004,2017-04-26 19:45:12:202
0.6082,4.5863,8.7408,,,,,,,,,,1871.0,1.73,-32.73,-32.59,171.7,-26.72,7.17,5.0,1020.39,47.191,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184448,5021.785863,N,00408.075560,W,2,09,1.1,11.0,M,47.0,M,,*60::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184448,A,5021.785863,N,00408.075560,W,0.0,,260417,4.8,W,D*33::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",319204,2017-04-26 19:45:12:402
-0.192,5.6467,8.4215,,,,,,,,,,1573.0,6.4,-33.81,-30.33,204.87,-33.84,1.31,5.0,1020.39,51.059,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184449,5021.785857,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184449,A,5021.785857,N,00408.075558,W,0.0,,260417,4.8,W,D*3E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",319404,2017-04-26 19:45:12:602
-0.8347,5.8697,7.9656,,,,,,,,,,1498.0,9.75,-35.72,-26.27,216.22,-38.82,3.62,5.0,1020.36,51.059,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184449,5021.785857,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184449,A,5021.785857,N,00408.075558,W,0.0,,260417,4.8,W,D*3E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",319604,2017-04-26 19:45:12:802
-0.248,5.4865,8.0446,,,,,,,,,,1498.0,11.27,-36.04,-25.0,213.44,-34.28,1.77,5.0,1020.36,43.594,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184449,5021.785857,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184449,A,5021.785857,N,00408.075558,W,0.0,,260417,4.8,W,D*3E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",319804,2017-04-26 19:45:13:002
-1.2998,6.3296,7.7162,,,,,,,,,,1413.0,12.5,-35.83,-24.57,217.91,-38.97,9.56,5.0,1020.38,43.594,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184449,5021.785857,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184449,A,5021.785857,N,00408.075558,W,0.0,,260417,4.8,W,D*3E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",320003,2017-04-26 19:45:13:201
-0.7302,5.8264,7.5199,,,,,,,,,,1413.0,12.5,-35.83,-24.57,217.91,-38.97,9.56,5.0,1020.38,41.56,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,12 / 16,"$GPGSV,3,3,11,27,54,279,35,29,02,084,34,07,15,322,*45::$GPGGA,184449,5021.785857,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184449,A,5021.785857,N,00408.075558,W,0.0,,260417,4.8,W,D*3E::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",320204,2017-04-26 19:45:13:402
-0.8044,5.8453,7.888,,,,,,,,,,1393.0,12.92,-35.51,-24.64,219.99,-37.64,5.55,5.0,1020.36,45.572,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,12 / 16,"$GPGSV,3,3,11,26,55,157,37,27,54,279,36,29,02,084,36*47::$GPGGA,184450,5021.785856,N,00408.075558,W,2,11,0.9,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184450,A,5021.785856,N,00408.075558,W,0.0,,260417,4.8,W,D*37::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.2,0.9,0.8*3F",320404,2017-04-26 19:45:13:602
-0.6099,5.6419,7.8694,,,,,,,,,,1416.0,13.04,-35.26,-25.58,220.53,-36.4,5.82,5.0,1020.36,45.572,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,12 / 16,"$GPGSV,3,3,11,26,55,157,37,27,54,279,36,29,02,084,36*47::$GPGGA,184450,5021.785856,N,00408.075558,W,2,11,0.9,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184450,A,5021.785856,N,00408.075558,W,0.0,,260417,4.8,W,D*37::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.2,0.9,0.8*3F",320605,2017-04-26 19:45:13:803
-1.7033,5.9878,7.5723,,,,,,,,,,1416.0,13.88,-35.03,-26.03,223.1,-35.56,4.43,5.0,1020.36,66.48,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,12 / 16,"$GPGSV,3,3,11,26,55,157,37,27,54,279,36,29,02,084,36*47::$GPGGA,184450,5021.785856,N,00408.075558,W,2,11,0.9,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184450,A,5021.785856,N,00408.075558,W,0.0,,260417,4.8,W,D*37::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.2,0.9,0.8*3F",320804,2017-04-26 19:45:14:002
-2.2205,6.6097,6.8775,,,,,,,,,,940.0,15.34,-34.69,-25.1,220.26,-37.65,12.68,5.0,1020.35,66.48,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,12 / 16,"$GPGSV,3,3,11,26,55,157,37,27,54,279,36,29,02,084,36*47::$GPGGA,184450,5021.785856,N,00408.075558,W,2,11,0.9,11.0,M,47.0,M,,*64::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184450,A,5021.785856,N,00408.075558,W,0.0,,260417,4.8,W,D*37::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,29,,1.2,0.9,0.8*3F",321004,2017-04-26 19:45:14:202
-1.2265,5.863,7.6227,,,,,,,,,,940.0,16.66,-34.77,-23.45,230.43,-42.45,17.89,5.0,1020.35,45.873,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 15,"$GPGSV,3,3,10,27,54,279,38,29,02,084,37*7A::$GPGGA,184451,5021.785858,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184451,A,5021.785858,N,00408.075558,W,0.0,,260417,4.8,W,D*38::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",321203,2017-04-26 19:45:14:401
-1.3234,6.0697,7.4455,,,,,,,,,,1406.0,16.34,-35.29,-23.11,223.93,-37.21,9.14,5.0,1020.34,47.01,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 15,"$GPGSV,3,3,10,27,54,279,38,29,02,084,37*7A::$GPGGA,184451,5021.785858,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184451,A,5021.785858,N,00408.075558,W,0.0,,260417,4.8,W,D*38::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",321404,2017-04-26 19:45:14:602
-1.5376,6.224,7.2135,,,,,,,,,,1406.0,15.63,-35.57,-23.85,225.05,-38.75,10.08,5.0,1020.33,47.01,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 15,"$GPGSV,3,3,10,27,54,279,38,29,02,084,37*7A::$GPGGA,184451,5021.785858,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184451,A,5021.785858,N,00408.075558,W,0.0,,260417,4.8,W,D*38::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",321604,2017-04-26 19:45:14:802
-2.2505,6.5565,7.2109,,,,,,,,,,1386.0,15.75,-35.54,-23.49,221.05,-40.96,17.33,5.0,1020.33,48.087,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 15,"$GPGSV,3,3,10,27,54,279,38,29,02,084,37*7A::$GPGGA,184451,5021.785858,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184451,A,5021.785858,N,00408.075558,W,0.0,,260417,4.8,W,D*38::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",321804,2017-04-26 19:45:15:002
-1.7665,6.0443,7.2339,,,,,,,,,,1415.0,15.84,-35.62,-23.36,221.31,-39.07,13.72,5.0,1020.34,49.82,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 15,"$GPGSV,3,3,10,27,54,279,38,29,02,084,37*7A::$GPGGA,184451,5021.785858,N,00408.075558,W,2,10,1.0,11.0,M,47.0,M,,*62::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184451,A,5021.785858,N,00408.075558,W,0.0,,260417,4.8,W,D*38::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",322003,2017-04-26 19:45:15:201
-1.0248,6.0768,7.4679,,,,,,,,,,1415.0,15.66,-35.5,-23.89,228.96,-38.87,7.81,5.0,1020.34,49.82,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,39,29,02,084,36,07,15,322,*4B::$GPGGA,184452,5021.785858,N,00408.075557,W,2,10,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184452,A,5021.785858,N,00408.075557,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",322204,2017-04-26 19:45:15:402
-1.3168,6.0224,7.4906,,,,,,,,,,1430.0,14.41,-35.42,-24.52,221.62,-38.37,9.97,5.0,1020.35,66.491,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,39,29,02,084,36,07,15,322,*4B::$GPGGA,184452,5021.785858,N,00408.075557,W,2,10,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184452,A,5021.785858,N,00408.075557,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",322404,2017-04-26 19:45:15:602
-0.9138,5.9093,7.4657,,,,,,,,,,1430.0,13.92,-35.19,-24.36,223.05,-38.16,6.98,5.0,1020.32,66.491,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,39,29,02,084,36,07,15,322,*4B::$GPGGA,184452,5021.785858,N,00408.075557,W,2,10,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184452,A,5021.785858,N,00408.075557,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",322604,2017-04-26 19:45:15:802
-1.1215,5.8986,7.793,,,,,,,,,,1472.0,13.47,-35.26,-24.62,217.65,-36.84,8.19,5.0,1020.32,48.671,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,39,29,02,084,36,07,15,322,*4B::$GPGGA,184452,5021.785858,N,00408.075557,W,2,10,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184452,A,5021.785858,N,00408.075557,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",322803,2017-04-26 19:45:16:001
-1.3006,6.0098,7.2579,,,,,,,,,,1427.0,13.47,-35.26,-24.62,217.65,-36.84,8.19,5.0,1020.34,52.38,50.3631,-4.134594,57.0,NaN,,0.0,3.0,,11 / 16,"$GPGSV,3,3,11,27,54,279,39,29,02,084,36,07,15,322,*4B::$GPGGA,184452,5021.785858,N,00408.075557,W,2,10,1.0,11.0,M,47.0,M,,*6E::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,1,1,0,*79::$GPRMC,184452,A,5021.785858,N,00408.075557,W,0.0,,260417,4.8,W,D*34::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,29,,,1.3,1.0,0.8*31",323004,2017-04-26 19:45:16:202
