ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.9297,5.4742,11.9644,,,,,,,,,,221.0,-9.84,-56.38,-43.93,126.26,-49.94,-10.13,0.0,1020.47,70.833,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,11 / 16,"$GPGSV,3,3,11,26,58,157,43,27,52,278,31,29,03,082,*4B::$GPGGA,183954,5022.156227,N,00408.286286,W,2,10,0.9,14.0,M,47.0,M,,*63::$GPVTG,128.5,T,128.5,M,9.2,N,17.0,K,D*1B::$GLGSV,1,1,0,*79::$GPRMC,183954,A,5022.156227,N,00408.286286,W,9.2,128.5,260417,4.8,W,D*1F::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",25204,2017-04-26 19:40:18:402
0.5522,6.0987,0.7169,,,,,,,,,,248.0,-10.4,-56.93,-42.67,158.85,-24.52,4.44,0.0,1020.49,73.548,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 14,"$GPGSV,3,3,09,29,03,082,37*46::$GPGGA,183955,5022.154371,N,00408.283595,W,2,09,1.2,13.0,M,47.0,M,,*67::$GPVTG,148.0,T,148.0,M,10.2,N,18.8,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183955,A,5022.154371,N,00408.283595,W,10.2,148.0,260417,4.8,W,D*25::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",25404,2017-04-26 19:40:18:602
1.3521,5.9694,9.1942,,,,,,,,,,248.0,-11.34,-57.68,-42.68,169.49,-32.71,-8.37,0.0,1020.49,68.588,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 14,"$GPGSV,3,3,09,29,03,082,37*46::$GPGGA,183955,5022.154371,N,00408.283595,W,2,09,1.2,13.0,M,47.0,M,,*67::$GPVTG,148.0,T,148.0,M,10.2,N,18.8,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183955,A,5022.154371,N,00408.283595,W,10.2,148.0,260417,4.8,W,D*25::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",25604,2017-04-26 19:40:18:802
0.0422,5.4411,6.6217,,,,,,,,,,213.0,-11.46,-57.75,-42.79,148.45,-39.41,-0.37,0.0,1020.49,68.588,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 14,"$GPGSV,3,3,09,29,03,082,37*46::$GPGGA,183955,5022.154371,N,00408.283595,W,2,09,1.2,13.0,M,47.0,M,,*67::$GPVTG,148.0,T,148.0,M,10.2,N,18.8,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183955,A,5022.154371,N,00408.283595,W,10.2,148.0,260417,4.8,W,D*25::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",25804,2017-04-26 19:40:19:002
-0.2935,7.248,8.8643,,,,,,,,,,213.0,-10.15,-57.8,-43.02,129.15,-47.31,-0.86,0.0,1020.49,71.479,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 14,"$GPGSV,3,3,09,29,03,082,37*46::$GPGGA,183955,5022.154371,N,00408.283595,W,2,09,1.2,13.0,M,47.0,M,,*67::$GPVTG,148.0,T,148.0,M,10.2,N,18.8,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183955,A,5022.154371,N,00408.283595,W,10.2,148.0,260417,4.8,W,D*25::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",26004,2017-04-26 19:40:19:202
2.1133,7.2701,11.1667,,,,,,,,,,250.0,-7.77,-57.8,-41.9,153.12,-39.26,1.9,0.0,1020.48,72.82,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 14,"$GPGSV,3,3,09,29,03,082,37*46::$GPGGA,183955,5022.154371,N,00408.283595,W,2,09,1.2,13.0,M,47.0,M,,*67::$GPVTG,148.0,T,148.0,M,10.2,N,18.8,K,D*24::$GLGSV,1,1,0,*79::$GPRMC,183955,A,5022.154371,N,00408.283595,W,10.2,148.0,260417,4.8,W,D*25::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",26204,2017-04-26 19:40:19:402
-0.4204,6.3898,8.5986,,,,,,,,,,250.0,-4.56,-56.87,-40.98,186.0,-32.61,-10.72,0.0,1020.48,72.82,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 16,"$GPGSV,3,3,11,29,03,082,34,07,14,323,,08,16,271,*47::$GPGGA,183956,5022.151590,N,00408.281875,W,2,09,1.2,12.0,M,47.0,M,,*68::$GPVTG,167.7,T,167.7,M,10.7,N,19.7,K,D*2F::$GLGSV,1,1,0,*79::$GPRMC,183956,A,5022.151590,N,00408.281875,W,10.7,167.7,260417,4.8,W,D*24::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",26404,2017-04-26 19:40:19:602
-0.8217,6.2201,4.9781,,,,,,,,,,250.0,-3.59,-56.7,-40.97,164.4,-36.58,2.8,0.0,1020.53,72.321,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 16,"$GPGSV,3,3,11,29,03,082,34,07,14,323,,08,16,271,*47::$GPGGA,183956,5022.151590,N,00408.281875,W,2,09,1.2,12.0,M,47.0,M,,*68::$GPVTG,167.7,T,167.7,M,10.7,N,19.7,K,D*2F::$GLGSV,1,1,0,*79::$GPRMC,183956,A,5022.151590,N,00408.281875,W,10.7,167.7,260417,4.8,W,D*24::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",26604,2017-04-26 19:40:19:802
0.3336,7.8824,7.2119,,,,,,,,,,289.0,-4.22,-57.29,-41.18,115.19,-50.95,9.37,0.0,1020.55,72.321,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 16,"$GPGSV,3,3,11,29,03,082,34,07,14,323,,08,16,271,*47::$GPGGA,183956,5022.151590,N,00408.281875,W,2,09,1.2,12.0,M,47.0,M,,*68::$GPVTG,167.7,T,167.7,M,10.7,N,19.7,K,D*2F::$GLGSV,1,1,0,*79::$GPRMC,183956,A,5022.151590,N,00408.281875,W,10.7,167.7,260417,4.8,W,D*24::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",26804,2017-04-26 19:40:20:002
0.0796,8.8777,6.8979,,,,,,,,,,289.0,-5.63,-57.84,-41.52,153.22,-47.51,-2.65,0.0,1020.55,73.488,50.36924,-4.13806,60.0,NaN,,18.83,6.0,148.0,10 / 16,"$GPGSV,3,3,11,29,03,082,34,07,14,323,,08,16,271,*47::$GPGGA,183956,5022.151590,N,00408.281875,W,2,09,1.2,12.0,M,47.0,M,,*68::$GPVTG,167.7,T,167.7,M,10.7,N,19.7,K,D*2F::$GLGSV,1,1,0,*79::$GPRMC,183956,A,5022.151590,N,00408.281875,W,10.7,167.7,260417,4.8,W,D*24::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",27004,2017-04-26 19:40:20:202
-0.2696,5.6869,7.2671,,,,,,,,,,278.0,-5.56,-57.27,-40.81,159.21,-38.03,2.12,0.0,1020.59,70.112,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 16,"$GPGSV,3,3,11,29,03,082,34,07,14,323,,08,16,271,*47::$GPGGA,183956,5022.151590,N,00408.281875,W,2,09,1.2,12.0,M,47.0,M,,*68::$GPVTG,167.7,T,167.7,M,10.7,N,19.7,K,D*2F::$GLGSV,1,1,0,*79::$GPRMC,183956,A,5022.151590,N,00408.281875,W,10.7,167.7,260417,4.8,W,D*24::$GPGSA,A,3,04,10,16,18,20,21,26,27,29,,,,1.5,1.2,0.9*3C",27205,2017-04-26 19:40:20:403
0.5474,6.1965,7.971,,,,,,,,,,278.0,-5.56,-57.27,-40.81,159.21,-38.03,2.12,0.0,1020.59,70.112,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 15,"$GPGSV,3,3,10,27,52,278,35,08,16,271,*7A::$GPGGA,183957,5022.148145,N,00408.281398,W,2,09,1.1,13.0,M,47.0,M,,*67::$GPVTG,179.8,T,179.8,M,12.2,N,22.6,K,D*21::$GLGSV,1,1,0,*79::$GPRMC,183957,A,5022.148145,N,00408.281398,W,12.2,179.8,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,,,,1.3,1.1,0.8*34",27404,2017-04-26 19:40:20:602
-0.3867,4.8911,7.4446,,,,,,,,,,268.0,-4.89,-56.37,-40.59,173.45,-37.8,-3.93,0.0,1020.61,72.747,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 15,"$GPGSV,3,3,10,27,52,278,35,08,16,271,*7A::$GPGGA,183957,5022.148145,N,00408.281398,W,2,09,1.1,13.0,M,47.0,M,,*67::$GPVTG,179.8,T,179.8,M,12.2,N,22.6,K,D*21::$GLGSV,1,1,0,*79::$GPRMC,183957,A,5022.148145,N,00408.281398,W,12.2,179.8,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,,,,1.3,1.1,0.8*34",27604,2017-04-26 19:40:20:802
1.5695,6.1519,8.295,,,,,,,,,,239.0,-5.25,-55.88,-41.11,163.8,-33.27,2.97,0.0,1020.61,72.747,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 15,"$GPGSV,3,3,10,27,52,278,35,08,16,271,*7A::$GPGGA,183957,5022.148145,N,00408.281398,W,2,09,1.1,13.0,M,47.0,M,,*67::$GPVTG,179.8,T,179.8,M,12.2,N,22.6,K,D*21::$GLGSV,1,1,0,*79::$GPRMC,183957,A,5022.148145,N,00408.281398,W,12.2,179.8,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,,,,1.3,1.1,0.8*34",27804,2017-04-26 19:40:21:002
0.222,6.5458,9.8954,,,,,,,,,,239.0,-6.28,-56.17,-41.6,185.38,-36.08,-10.71,0.0,1020.61,72.111,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 15,"$GPGSV,3,3,10,27,52,278,35,08,16,271,*7A::$GPGGA,183957,5022.148145,N,00408.281398,W,2,09,1.1,13.0,M,47.0,M,,*67::$GPVTG,179.8,T,179.8,M,12.2,N,22.6,K,D*21::$GLGSV,1,1,0,*79::$GPRMC,183957,A,5022.148145,N,00408.281398,W,12.2,179.8,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,,,,1.3,1.1,0.8*34",28004,2017-04-26 19:40:21:202
-0.7732,6.8962,8.5141,,,,,,,,,,227.0,-7.99,-55.93,-41.87,163.25,-33.48,-1.28,0.0,1020.63,72.982,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,10 / 15,"$GPGSV,3,3,10,27,52,278,35,08,16,271,*7A::$GPGGA,183957,5022.148145,N,00408.281398,W,2,09,1.1,13.0,M,47.0,M,,*67::$GPVTG,179.8,T,179.8,M,12.2,N,22.6,K,D*21::$GLGSV,1,1,0,*79::$GPRMC,183957,A,5022.148145,N,00408.281398,W,12.2,179.8,260417,4.8,W,D*2E::$GPGSA,A,3,04,07,10,16,18,20,21,26,27,,,,1.3,1.1,0.8*34",28205,2017-04-26 19:40:21:403
-0.9396,5.9354,8.8329,,,,,,,,,,227.0,-9.82,-55.89,-42.54,141.27,-38.89,5.19,0.0,1020.63,72.982,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,11 / 16,"$GPGSV,3,3,11,26,58,157,39,27,52,278,34,29,03,082,*43::$GPGGA,183958,5022.144327,N,00408.281260,W,2,10,0.9,12.0,M,47.0,M,,*64::$GPVTG,184.8,T,184.8,M,13.1,N,24.3,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183958,A,5022.144327,N,00408.281260,W,13.1,184.8,260417,4.8,W,D*2D::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",28404,2017-04-26 19:40:21:602
0.6063,9.3076,12.1431,,,,,,,,,,248.0,-12.65,-56.39,-43.36,143.45,-33.75,6.07,0.0,1020.65,70.725,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,11 / 16,"$GPGSV,3,3,11,26,58,157,39,27,52,278,34,29,03,082,*43::$GPGGA,183958,5022.144327,N,00408.281260,W,2,10,0.9,12.0,M,47.0,M,,*64::$GPVTG,184.8,T,184.8,M,13.1,N,24.3,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183958,A,5022.144327,N,00408.281260,W,13.1,184.8,260417,4.8,W,D*2D::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",28604,2017-04-26 19:40:21:802
0.5139,3.5821,13.8581,,,,,,,,,,298.0,-15.88,-56.75,-43.03,143.46,-37.44,-2.86,0.0,1020.73,74.365,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,11 / 16,"$GPGSV,3,3,11,26,58,157,39,27,52,278,34,29,03,082,*43::$GPGGA,183958,5022.144327,N,00408.281260,W,2,10,0.9,12.0,M,47.0,M,,*64::$GPVTG,184.8,T,184.8,M,13.1,N,24.3,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183958,A,5022.144327,N,00408.281260,W,13.1,184.8,260417,4.8,W,D*2D::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",28804,2017-04-26 19:40:22:002
0.5139,3.5821,13.8581,,,,,,,,,,298.0,-18.29,-56.31,-42.41,159.33,-14.48,-2.12,0.0,1020.73,74.365,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,11 / 16,"$GPGSV,3,3,11,26,58,157,39,27,52,278,34,29,03,082,*43::$GPGGA,183958,5022.144327,N,00408.281260,W,2,10,0.9,12.0,M,47.0,M,,*64::$GPVTG,184.8,T,184.8,M,13.1,N,24.3,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183958,A,5022.144327,N,00408.281260,W,13.1,184.8,260417,4.8,W,D*2D::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",29004,2017-04-26 19:40:22:202
-0.7622,7.5568,4.03,,,,,,,,,,273.0,-17.97,-56.61,-41.37,117.77,-45.89,18.21,0.0,1020.67,69.386,50.369137,-4.138023,60.0,NaN,,22.61,6.0,179.8,11 / 16,"$GPGSV,3,3,11,26,58,157,39,27,52,278,34,29,03,082,*43::$GPGGA,183958,5022.144327,N,00408.281260,W,2,10,0.9,12.0,M,47.0,M,,*64::$GPVTG,184.8,T,184.8,M,13.1,N,24.3,K,D*20::$GLGSV,1,1,0,*79::$GPRMC,183958,A,5022.144327,N,00408.281260,W,13.1,184.8,260417,4.8,W,D*2D::$GPGSA,A,3,04,07,08,10,16,18,20,21,26,27,,,1.2,0.9,0.8*34",29203,2017-04-26 19:40:22:401
2.0554,5.8421,7.4373,,,,,,,,,,273.0,-16.27,-57.19,-41.68,74.63,-61.51,10.71,0.0,1020.67,69.386,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,8 / 13,"$GPGSV,2,2,08,21,57,070,35,26,58,157,41,27,52,278,31,29,03,082,*71::$GPGGA,183959,5022.140704,N,00408.280878,W,2,07,1.8,12.0,M,47.0,M,,*60::$GPVTG,177.2,T,177.2,M,14.0,N,25.9,K,D*2D::$GLGSV,1,1,0,*79::$GPRMC,183959,A,5022.140704,N,00408.280878,W,14.0,177.2,260417,4.8,W,D*2F::$GPGSA,A,3,04,10,16,18,21,26,27,,,,,,2.0,1.8,0.9*39",29403,2017-04-26 19:40:22:601
0.7166,5.2862,-1.621,,,,,,,,,,290.0,-14.79,-56.97,-42.04,170.03,-37.13,-15.45,0.0,1020.64,71.725,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,8 / 13,"$GPGSV,2,2,08,21,57,070,35,26,58,157,41,27,52,278,31,29,03,082,*71::$GPGGA,183959,5022.140704,N,00408.280878,W,2,07,1.8,12.0,M,47.0,M,,*60::$GPVTG,177.2,T,177.2,M,14.0,N,25.9,K,D*2D::$GLGSV,1,1,0,*79::$GPRMC,183959,A,5022.140704,N,00408.280878,W,14.0,177.2,260417,4.8,W,D*2F::$GPGSA,A,3,04,10,16,18,21,26,27,,,,,,2.0,1.8,0.9*39",29603,2017-04-26 19:40:22:801
-2.5085,5.1513,3.3524,,,,,,,,,,338.0,-13.66,-57.34,-42.81,211.1,-71.47,-156.15,0.0,1020.66,72.685,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,8 / 13,"$GPGSV,2,2,08,21,57,070,35,26,58,157,41,27,52,278,31,29,03,082,*71::$GPGGA,183959,5022.140704,N,00408.280878,W,2,07,1.8,12.0,M,47.0,M,,*60::$GPVTG,177.2,T,177.2,M,14.0,N,25.9,K,D*2D::$GLGSV,1,1,0,*79::$GPRMC,183959,A,5022.140704,N,00408.280878,W,14.0,177.2,260417,4.8,W,D*2F::$GPGSA,A,3,04,10,16,18,21,26,27,,,,,,2.0,1.8,0.9*39",29804,2017-04-26 19:40:23:002
-1.6759,6.292,8.7563,,,,,,,,,,338.0,-13.66,-57.34,-42.81,211.1,-71.47,-156.15,0.0,1020.66,72.685,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,8 / 13,"$GPGSV,2,2,08,21,57,070,35,26,58,157,41,27,52,278,31,29,03,082,*71::$GPGGA,183959,5022.140704,N,00408.280878,W,2,07,1.8,12.0,M,47.0,M,,*60::$GPVTG,177.2,T,177.2,M,14.0,N,25.9,K,D*2D::$GLGSV,1,1,0,*79::$GPRMC,183959,A,5022.140704,N,00408.280878,W,14.0,177.2,260417,4.8,W,D*2F::$GPGSA,A,3,04,10,16,18,21,26,27,,,,,,2.0,1.8,0.9*39",30003,2017-04-26 19:40:23:201
0.7495,4.4635,5.3762,,,,,,,,,,311.0,-14.29,-58.49,-44.35,137.44,-35.21,10.84,0.0,1020.69,72.372,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,183959,5022.140704,N,00408.280878,W,2,07,1.8,12.0,M,47.0,M,,*60::$GPVTG,177.2,T,177.2,M,14.0,N,25.9,K,D*2D::$GLGSV,1,1,0,*79::$GPRMC,183959,A,5022.140704,N,00408.280878,W,14.0,177.2,260417,4.8,W,D*2F::$GPGSA,A,3,04,10,16,18,21,26,27,,,,,,2.0,1.8,0.9*39",30203,2017-04-26 19:40:23:401
0.7495,4.4635,5.3762,,,,,,,,,,311.0,-15.18,-59.22,-44.78,151.55,-39.43,-7.94,0.0,1020.69,72.372,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,184000,5022.136643,N,00408.280253,W,2,09,1.2,11.0,M,47.0,M,,*65::$GPVTG,172.2,T,172.2,M,14.4,N,26.6,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184000,A,5022.136643,N,00408.280253,W,14.4,172.2,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,08,10,16,18,21,26,27,,,,1.5,1.2,0.8*3B",30404,2017-04-26 19:40:23:602
1.1493,7.8958,3.5393,,,,,,,,,,345.0,-15.47,-59.06,-44.64,151.55,-39.43,-7.94,0.0,1020.72,72.125,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,184000,5022.136643,N,00408.280253,W,2,09,1.2,11.0,M,47.0,M,,*65::$GPVTG,172.2,T,172.2,M,14.4,N,26.6,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184000,A,5022.136643,N,00408.280253,W,14.4,172.2,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,08,10,16,18,21,26,27,,,,1.5,1.2,0.8*3B",30604,2017-04-26 19:40:23:802
0.6948,8.403,11.4036,,,,,,,,,,346.0,-15.78,-57.67,-43.87,5.29,-64.77,-17.99,0.0,1020.77,71.851,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,184000,5022.136643,N,00408.280253,W,2,09,1.2,11.0,M,47.0,M,,*65::$GPVTG,172.2,T,172.2,M,14.4,N,26.6,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184000,A,5022.136643,N,00408.280253,W,14.4,172.2,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,08,10,16,18,21,26,27,,,,1.5,1.2,0.8*3B",30803,2017-04-26 19:40:24:001
2.3295,5.2806,4.6499,,,,,,,,,,346.0,-16.79,-57.15,-44.01,143.45,-36.33,-3.49,0.0,1020.77,71.851,50.36901,-4.138015,59.0,NaN,,25.92,5.0,177.2,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,184000,5022.136643,N,00408.280253,W,2,09,1.2,11.0,M,47.0,M,,*65::$GPVTG,172.2,T,172.2,M,14.4,N,26.6,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184000,A,5022.136643,N,00408.280253,W,14.4,172.2,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,08,10,16,18,21,26,27,,,,1.5,1.2,0.8*3B",31004,2017-04-26 19:40:24:202
-2.2439,7.4133,6.9604,,,,,,,,,,297.0,-17.72,-56.58,-43.85,210.15,-45.44,-26.61,0.0,1020.82,72.094,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 16,"$GPGSV,3,3,11,27,52,278,29,20,20,047,,29,03,082,*4C::$GPGGA,184000,5022.136643,N,00408.280253,W,2,09,1.2,11.0,M,47.0,M,,*65::$GPVTG,172.2,T,172.2,M,14.4,N,26.6,K,D*25::$GLGSV,1,1,0,*79::$GPRMC,184000,A,5022.136643,N,00408.280253,W,14.4,172.2,260417,4.8,W,D*2C::$GPGSA,A,3,04,07,08,10,16,18,21,26,27,,,,1.5,1.2,0.8*3B",31204,2017-04-26 19:40:24:402
-3.123,2.7575,4.2093,,,,,,,,,,297.0,-19.64,-56.61,-43.91,114.15,-45.39,17.87,0.0,1020.82,73.238,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 15,"$GPGSV,3,3,10,27,52,278,32,29,03,082,*74::$GPGGA,184001,5022.132408,N,00408.278303,W,2,09,1.0,11.0,M,47.0,M,,*6C::$GPVTG,165.9,T,165.9,M,14.7,N,27.3,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184001,A,5022.132408,N,00408.278303,W,14.7,165.9,260417,4.8,W,D*29::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.3,1.0,0.8*3A",31403,2017-04-26 19:40:24:601
0.7774,6.9949,10.527,,,,,,,,,,323.0,-21.72,-56.0,-43.75,131.78,-27.75,36.57,0.0,1020.87,73.238,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 15,"$GPGSV,3,3,10,27,52,278,32,29,03,082,*74::$GPGGA,184001,5022.132408,N,00408.278303,W,2,09,1.0,11.0,M,47.0,M,,*6C::$GPVTG,165.9,T,165.9,M,14.7,N,27.3,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184001,A,5022.132408,N,00408.278303,W,14.7,165.9,260417,4.8,W,D*29::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.3,1.0,0.8*3A",31604,2017-04-26 19:40:24:802
-1.4053,4.5429,9.7012,,,,,,,,,,277.0,-24.54,-54.28,-43.79,132.33,-33.53,-4.22,0.0,1020.87,70.292,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 15,"$GPGSV,3,3,10,27,52,278,32,29,03,082,*74::$GPGGA,184001,5022.132408,N,00408.278303,W,2,09,1.0,11.0,M,47.0,M,,*6C::$GPVTG,165.9,T,165.9,M,14.7,N,27.3,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184001,A,5022.132408,N,00408.278303,W,14.7,165.9,260417,4.8,W,D*29::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.3,1.0,0.8*3A",31804,2017-04-26 19:40:25:002
0.6903,9.0195,8.2493,,,,,,,,,,277.0,-25.22,-53.8,-44.56,135.53,-24.87,8.24,0.0,1020.87,70.292,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 15,"$GPGSV,3,3,10,27,52,278,32,29,03,082,*74::$GPGGA,184001,5022.132408,N,00408.278303,W,2,09,1.0,11.0,M,47.0,M,,*6C::$GPVTG,165.9,T,165.9,M,14.7,N,27.3,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184001,A,5022.132408,N,00408.278303,W,14.7,165.9,260417,4.8,W,D*29::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.3,1.0,0.8*3A",32004,2017-04-26 19:40:25:202
-2.1254,4.1107,11.1871,,,,,,,,,,352.0,-24.93,-54.41,-44.78,95.24,-47.45,-4.78,0.0,1020.96,71.383,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,10 / 15,"$GPGSV,3,3,10,27,52,278,32,29,03,082,*74::$GPGGA,184001,5022.132408,N,00408.278303,W,2,09,1.0,11.0,M,47.0,M,,*6C::$GPVTG,165.9,T,165.9,M,14.7,N,27.3,K,D*22::$GLGSV,1,1,0,*79::$GPRMC,184001,A,5022.132408,N,00408.278303,W,14.7,165.9,260417,4.8,W,D*29::$GPGSA,A,3,04,08,10,16,18,20,21,26,27,,,,1.3,1.0,0.8*3A",32204,2017-04-26 19:40:25:402
0.9462,7.1019,7.1748,,,,,,,,,,352.0,-24.7,-53.56,-43.76,106.67,-44.46,-7.51,0.0,1020.96,71.568,50.368874,-4.137972,58.0,NaN,,27.25,4.0,165.9,9 / 14,"$GPGSV,3,3,09,29,03,082,*42::$GPGGA,184002,5022.128143,N,00408.276232,W,2,08,1.5,9.0,M,47.0,M,,*5E::$GPVTG,160.0,T,160.0,M,14.8,N,27.4,K,D*2A::$GLGSV,1,1,0,*79::$GPRMC,184002,A,5022.128143,N,00408.276232,W,14.8,160.0,260417,4.8,W,D*25::$GPGSA,A,3,04,07,10,16,18,21,26,27,,,,,1.7,1.5,0.8*36",32404,2017-04-26 19:40:25:602
